path,location,category,tracked,size,sha256_if_reasonable,current_role,recommended_action,reason
code/00_remote_shared_dependencies/motion_tokenizer_v7.py,windows,source,False,8135,74971d78e5b77e86f73a377bedab756a1de76694f43d1692a7c1b5ff29c24cf8,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/00_remote_shared_dependencies/motion_tokenizer_v7.py,server,source,False,8135,74971d78e5b77e86f73a377bedab756a1de76694f43d1692a7c1b5ff29c24cf8,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/00_remote_shared_dependencies/multitarget_comparison_baselines.py,github,source,True,7390,b95085b5f8df8756b4512cf2982e572d0c6faa358f6e542397d7085bb06bdc53,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/00_remote_shared_dependencies/multitarget_comparison_baselines.py,windows,source,False,7390,b95085b5f8df8756b4512cf2982e572d0c6faa358f6e542397d7085bb06bdc53,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/00_remote_shared_dependencies/multitarget_comparison_baselines.py,server,source,False,7390,b95085b5f8df8756b4512cf2982e572d0c6faa358f6e542397d7085bb06bdc53,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/00_remote_shared_dependencies/multitarget_scene_dataset.py,github,source,True,12452,ba7dbda7c123b8dbc61cc4bc637752187f6364bd45576a91841a90d57a683ca2,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/00_remote_shared_dependencies/multitarget_scene_dataset.py,windows,source,False,12452,ba7dbda7c123b8dbc61cc4bc637752187f6364bd45576a91841a90d57a683ca2,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/00_remote_shared_dependencies/multitarget_scene_dataset.py,server,source,False,12452,ba7dbda7c123b8dbc61cc4bc637752187f6364bd45576a91841a90d57a683ca2,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/00_remote_shared_dependencies/plot_best_trajectory_comparison.py,github,source,True,9664,3a2ae3d2eb885066af074e0f7558e4300a7e19b5a08c4bbbac95b3e083191ecd,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/00_remote_shared_dependencies/plot_best_trajectory_comparison.py,windows,source,False,9664,3a2ae3d2eb885066af074e0f7558e4300a7e19b5a08c4bbbac95b3e083191ecd,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/00_remote_shared_dependencies/plot_best_trajectory_comparison.py,server,source,False,9664,3a2ae3d2eb885066af074e0f7558e4300a7e19b5a08c4bbbac95b3e083191ecd,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/00_remote_shared_dependencies/plot_joint_interaction_nature.py,github,source,True,11608,714f53440421364076d459ed8f5cbacf7577cbb4ca8f468eb42c7ce2c3bbc397,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/00_remote_shared_dependencies/plot_joint_interaction_nature.py,windows,source,False,11608,714f53440421364076d459ed8f5cbacf7577cbb4ca8f468eb42c7ce2c3bbc397,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/00_remote_shared_dependencies/plot_joint_interaction_nature.py,server,source,False,11608,714f53440421364076d459ed8f5cbacf7577cbb4ca8f468eb42c7ce2c3bbc397,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/00_remote_shared_dependencies/plot_joint_vs_independent_scene.py,github,source,True,15992,5a6f6c589df50a3041baeaa3e6ea29328a2ac529f05ae4de7879ffa96db10690,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/00_remote_shared_dependencies/plot_joint_vs_independent_scene.py,windows,source,False,15992,5a6f6c589df50a3041baeaa3e6ea29328a2ac529f05ae4de7879ffa96db10690,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/00_remote_shared_dependencies/plot_joint_vs_independent_scene.py,server,source,False,15992,5a6f6c589df50a3041baeaa3e6ea29328a2ac529f05ae4de7879ffa96db10690,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/00_remote_shared_dependencies/plot_multitarget_joint_trajectory_nature.py,github,source,True,13934,5e4e28a8cb200fe51a14c4c3929b6211857de5391a42f59848e2c2a2121c23f3,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/00_remote_shared_dependencies/plot_multitarget_joint_trajectory_nature.py,windows,source,False,13934,5e4e28a8cb200fe51a14c4c3929b6211857de5391a42f59848e2c2a2121c23f3,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/00_remote_shared_dependencies/plot_multitarget_joint_trajectory_nature.py,server,source,False,13934,5e4e28a8cb200fe51a14c4c3929b6211857de5391a42f59848e2c2a2121c23f3,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/00_remote_shared_dependencies/plot_multitarget_snr_results.py,github,source,True,14512,7a44fd9956e24b66edd1bc2d2a80ff0d28e322c39436ee901b6bf2048d3e4d78,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/00_remote_shared_dependencies/plot_multitarget_snr_results.py,windows,source,False,14512,7a44fd9956e24b66edd1bc2d2a80ff0d28e322c39436ee901b6bf2048d3e4d78,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/00_remote_shared_dependencies/plot_multitarget_snr_results.py,server,source,False,14512,7a44fd9956e24b66edd1bc2d2a80ff0d28e322c39436ee901b6bf2048d3e4d78,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/00_remote_shared_dependencies/prepare_multitarget_snr_figure_data.py,github,source,True,2746,e0e0c3d541fed78cea11f3fc4da0c9f59893cf9ee71d412d04c491a04e0060b1,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/00_remote_shared_dependencies/prepare_multitarget_snr_figure_data.py,windows,source,False,2746,e0e0c3d541fed78cea11f3fc4da0c9f59893cf9ee71d412d04c491a04e0060b1,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/00_remote_shared_dependencies/prepare_multitarget_snr_figure_data.py,server,source,False,2746,e0e0c3d541fed78cea11f3fc4da0c9f59893cf9ee71d412d04c491a04e0060b1,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/00_remote_shared_dependencies/run_association_robustness_sweep.py,github,source,True,9730,36800fa0b00bf7725f19ac0bfec2e02c438afa9066315485c224ffe95ef1c457,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/00_remote_shared_dependencies/run_association_robustness_sweep.py,windows,source,False,9730,36800fa0b00bf7725f19ac0bfec2e02c438afa9066315485c224ffe95ef1c457,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/00_remote_shared_dependencies/run_association_robustness_sweep.py,server,source,False,9730,36800fa0b00bf7725f19ac0bfec2e02c438afa9066315485c224ffe95ef1c457,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/00_remote_shared_dependencies/run_measurement_track_experiment.py,github,source,True,29178,cfbaf3002720ffb47a22f8ed2047f7dab03100a7997cc3c18ee187108fb070ec,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/00_remote_shared_dependencies/run_measurement_track_experiment.py,windows,source,False,29178,cfbaf3002720ffb47a22f8ed2047f7dab03100a7997cc3c18ee187108fb070ec,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/00_remote_shared_dependencies/run_measurement_track_experiment.py,server,source,False,29178,cfbaf3002720ffb47a22f8ed2047f7dab03100a7997cc3c18ee187108fb070ec,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/00_remote_shared_dependencies/run_multitarget_ablation.py,github,source,True,7827,1729eadc8314d3b63f345ffb21edbe2c932c826a742933ef6a49f1c6a07e32ad,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/00_remote_shared_dependencies/run_multitarget_ablation.py,windows,source,False,7827,1729eadc8314d3b63f345ffb21edbe2c932c826a742933ef6a49f1c6a07e32ad,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/00_remote_shared_dependencies/run_multitarget_ablation.py,server,source,False,7827,1729eadc8314d3b63f345ffb21edbe2c932c826a742933ef6a49f1c6a07e32ad,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/00_remote_shared_dependencies/run_multitarget_comparisons.py,github,source,True,8193,95cf1daa1ce1d1c5a4b2b5f0ccb7df36d6cf3f45872e755a53359274deea3293,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/00_remote_shared_dependencies/run_multitarget_comparisons.py,windows,source,False,8193,95cf1daa1ce1d1c5a4b2b5f0ccb7df36d6cf3f45872e755a53359274deea3293,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/00_remote_shared_dependencies/run_multitarget_comparisons.py,server,source,False,8193,95cf1daa1ce1d1c5a4b2b5f0ccb7df36d6cf3f45872e755a53359274deea3293,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/00_remote_shared_dependencies/run_multitarget_experiment.py,github,source,True,15560,8e592afcbc2402bf454a9ee74c19fb2dc1a878793ee12766743ee1443721804b,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/00_remote_shared_dependencies/run_multitarget_experiment.py,windows,source,False,15560,8e592afcbc2402bf454a9ee74c19fb2dc1a878793ee12766743ee1443721804b,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/00_remote_shared_dependencies/run_multitarget_experiment.py,server,source,False,15560,8e592afcbc2402bf454a9ee74c19fb2dc1a878793ee12766743ee1443721804b,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/00_remote_shared_dependencies/run_multitarget_graph_llm.py,github,source,True,10917,3304cc6d77ef99515fac3a143fe61dc03b82cda7c7ec2d0643a4c75edf5952d7,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/00_remote_shared_dependencies/run_multitarget_graph_llm.py,windows,source,False,10917,3304cc6d77ef99515fac3a143fe61dc03b82cda7c7ec2d0643a4c75edf5952d7,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/00_remote_shared_dependencies/run_multitarget_graph_llm.py,server,source,False,10917,3304cc6d77ef99515fac3a143fe61dc03b82cda7c7ec2d0643a4c75edf5952d7,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/00_remote_shared_dependencies/run_multitarget_snr_evaluation.py,github,source,True,10050,c9dc366efd7337e512400415858352666047ac49084d69e420a9ca26e6a31513,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/00_remote_shared_dependencies/run_multitarget_snr_evaluation.py,windows,source,False,10050,c9dc366efd7337e512400415858352666047ac49084d69e420a9ca26e6a31513,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/00_remote_shared_dependencies/run_multitarget_snr_evaluation.py,server,source,False,10050,c9dc366efd7337e512400415858352666047ac49084d69e420a9ca26e6a31513,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/00_remote_shared_dependencies/run_snr_sweep.py,github,source,True,57868,803c43057e8c35a0d2de58e089c0128bdffc7c10431321e8c88bc4b85e51003d,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/00_remote_shared_dependencies/run_snr_sweep.py,windows,source,False,57868,803c43057e8c35a0d2de58e089c0128bdffc7c10431321e8c88bc4b85e51003d,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/00_remote_shared_dependencies/run_snr_sweep.py,server,source,False,57868,803c43057e8c35a0d2de58e089c0128bdffc7c10431321e8c88bc4b85e51003d,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/00_remote_shared_dependencies/select_diverse_best_trajectory_cases.py,github,source,True,17289,a5d5e61ea047a09caaca292df46e55ce4a942667e59b28aacbf3a70e2ce8fd10,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/00_remote_shared_dependencies/select_diverse_best_trajectory_cases.py,windows,source,False,17289,a5d5e61ea047a09caaca292df46e55ce4a942667e59b28aacbf3a70e2ce8fd10,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/00_remote_shared_dependencies/select_diverse_best_trajectory_cases.py,server,source,False,17289,a5d5e61ea047a09caaca292df46e55ce4a942667e59b28aacbf3a70e2ce8fd10,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/00_remote_shared_dependencies/select_joint_vs_independent_scene.py,github,source,True,22557,27feb7b842aaaf83546b3a7336329b7d149ff48186964087a387fd052ecc1e37,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/00_remote_shared_dependencies/select_joint_vs_independent_scene.py,windows,source,False,22557,27feb7b842aaaf83546b3a7336329b7d149ff48186964087a387fd052ecc1e37,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/00_remote_shared_dependencies/select_joint_vs_independent_scene.py,server,source,False,22557,27feb7b842aaaf83546b3a7336329b7d149ff48186964087a387fd052ecc1e37,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/00_remote_shared_dependencies/select_representative_trajectory_scene.py,github,source,True,10165,5533e01a8f4de8ec7a38800623528a5ce3582d8eecb1280f1a94d315eae6cd73,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/00_remote_shared_dependencies/select_representative_trajectory_scene.py,windows,source,False,10165,5533e01a8f4de8ec7a38800623528a5ce3582d8eecb1280f1a94d315eae6cd73,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/00_remote_shared_dependencies/select_representative_trajectory_scene.py,server,source,False,10165,5533e01a8f4de8ec7a38800623528a5ce3582d8eecb1280f1a94d315eae6cd73,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/00_remote_shared_dependencies/structured_frontend.py,github,source,True,13255,604f94b2483c504672ed93aaac4f6bd89661cc423efcbdeb9a62af9557740006,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/00_remote_shared_dependencies/structured_frontend.py,windows,source,False,13255,604f94b2483c504672ed93aaac4f6bd89661cc423efcbdeb9a62af9557740006,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/00_remote_shared_dependencies/structured_frontend.py,server,source,False,13255,604f94b2483c504672ed93aaac4f6bd89661cc423efcbdeb9a62af9557740006,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/00_remote_shared_dependencies/target_interaction_graph.py,github,source,True,9422,9bc4cc0201052ea9083d19fb4d278319a7458c5a703906ccb57ca3228bc8bdb2,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/00_remote_shared_dependencies/target_interaction_graph.py,windows,source,False,9422,9bc4cc0201052ea9083d19fb4d278319a7458c5a703906ccb57ca3228bc8bdb2,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/00_remote_shared_dependencies/target_interaction_graph.py,server,source,False,9422,9bc4cc0201052ea9083d19fb4d278319a7458c5a703906ccb57ca3228bc8bdb2,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/01_classical_graph_llm/MultiTargetTimeLLM.py,github,source,True,9776,281da4f54b79d5e8b23434ad5e9797b65b9570d111312f9d83801d82ad993498,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/01_classical_graph_llm/MultiTargetTimeLLM.py,windows,source,False,9776,281da4f54b79d5e8b23434ad5e9797b65b9570d111312f9d83801d82ad993498,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/01_classical_graph_llm/MultiTargetTimeLLM.py,server,source,False,9776,281da4f54b79d5e8b23434ad5e9797b65b9570d111312f9d83801d82ad993498,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/01_classical_graph_llm/evaluate_multitarget.py,github,source,True,3600,b36b8959cf6ee29a8db010ef4c096d2ba519130db4cf86c8d2d9caf29ee2db21,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/01_classical_graph_llm/evaluate_multitarget.py,windows,source,False,3600,b36b8959cf6ee29a8db010ef4c096d2ba519130db4cf86c8d2d9caf29ee2db21,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/01_classical_graph_llm/evaluate_multitarget.py,server,source,False,3600,b36b8959cf6ee29a8db010ef4c096d2ba519130db4cf86c8d2d9caf29ee2db21,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/01_classical_graph_llm/evaluate_multitarget_ablation_snr.py,github,source,True,5204,2d4e27bbf1dd3932fcbd6f7c0bcfd839cc73f168a2172be835b5ab62b5a73ab5,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/01_classical_graph_llm/evaluate_multitarget_ablation_snr.py,windows,source,False,5204,2d4e27bbf1dd3932fcbd6f7c0bcfd839cc73f168a2172be835b5ab62b5a73ab5,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/01_classical_graph_llm/evaluate_multitarget_ablation_snr.py,server,source,False,5204,2d4e27bbf1dd3932fcbd6f7c0bcfd839cc73f168a2172be835b5ab62b5a73ab5,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/01_classical_graph_llm/motion_tokenizer_v7.py,github,source,True,8135,74971d78e5b77e86f73a377bedab756a1de76694f43d1692a7c1b5ff29c24cf8,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/01_classical_graph_llm/motion_tokenizer_v7.py,windows,source,False,8135,74971d78e5b77e86f73a377bedab756a1de76694f43d1692a7c1b5ff29c24cf8,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/01_classical_graph_llm/motion_tokenizer_v7.py,server,source,False,8135,74971d78e5b77e86f73a377bedab756a1de76694f43d1692a7c1b5ff29c24cf8,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/01_classical_graph_llm/multitarget_comparison_baselines.py,github,source,True,7390,b95085b5f8df8756b4512cf2982e572d0c6faa358f6e542397d7085bb06bdc53,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/01_classical_graph_llm/multitarget_comparison_baselines.py,windows,source,False,7390,b95085b5f8df8756b4512cf2982e572d0c6faa358f6e542397d7085bb06bdc53,source at the windows side,KEEP,working copy matches the Stage-2 baseline
code/01_classical_graph_llm/multitarget_comparison_baselines.py,server,source,False,7390,b95085b5f8df8756b4512cf2982e572d0c6faa358f6e542397d7085bb06bdc53,source at the server side,KEEP_SERVER_ONLY,server mirror of a tracked file
code/01_classical_graph_llm/multitarget_scene_dataset.py,github,source,True,12452,ba7dbda7c123b8dbc61cc4bc637752187f6364bd45576a91841a90d57a683ca2,source at the github side,KEEP,tracked at the Stage-2 development baseline
code/01_classical_graph_llm/multitarget_scene_dataset.py,windows,source,False,12452,ba7dbda7c123b8dbc61cc4bc637752187f6364bd45576a91841a90d57a683ca2,source at the windows side,KEEP,working copy matches the Stage-2 baseline
