sample_index,episode_index,episode_id,origin_ms,source_block,source_keys,source_groups,track_keys,origin,active_tracks_last,mean_neighbor_degree_last,nearest_pair_distance_m,max_closing_speed_mps,mean_speed_last_mps,history_abs_acceleration_mean_mps2,history_max_deceleration_mps2,history_heading_change_mean_deg,history_acceleration_tracks,history_heading_tracks,not_detected_given_exists_fraction,unavailable_slot_fraction,posthoc_future_cv_ADE_m,ade_targets,fde_targets,source_component,bin_active_tracks_last,bin_mean_neighbor_degree_last,bin_nearest_pair_distance_m,bin_max_closing_speed_mps,bin_mean_speed_last_mps,bin_history_abs_acceleration_mean_mps2,bin_history_max_deceleration_mps2,bin_history_heading_change_mean_deg,bin_unavailable_slot_fraction,bin_posthoc_future_cv_ADE_m,Q_ADE,Q_ADE_snr_range,Q_FDE,Q_FDE_snr_range,G_ADE,G_ADE_snr_range,G_FDE,G_FDE_snr_range,delta_ADE,delta_FDE,case_rank_score
10,179,s1_t1118936940200_a1485,1118936953100,21,"[1485, 1494, 1498, 1492, 1495, 1501, 1503, 1518]","[1485, 1494, 1498, 1492, 1495, 1501, 1503, 1518]","[0, 1, 2, 3, 4, 5, 6, 7]",10,8,5.0,3.804436831253176,2.2924397133021386,12.066976588448172,0.8880856693611401,0.0,7.225970425150094,8,8,0.0,0.0,2.092980979609748,8,8,0,bin_2,bin_1,bin_0,bin_2,bin_2,bin_2,bin_0,bin_1,bin_0,bin_2,1.0609613955020905,0.00040543079376220703,1.7035649120807648,0.0014028549194335938,0.9575011134147644,8.726119995117188e-05,1.8734062314033508,0.0007250308990478516,0.10346028208732605,-0.16984131932258606,0.01853962242603302
11,179,s1_t1118936940200_a1485,1118936954100,21,"[1485, 1494, 1498, 1492, 1495, 1501, 1503, 1518]","[1485, 1494, 1498, 1492, 1495, 1501, 1503, 1518]","[0, 1, 2, 3, 4, 5, 6, 7]",11,8,4.75,4.1889699008973285,1.5173596652231967,11.935048600404786,0.7283993033116889,0.9508827286905989,9.375322729517556,8,8,0.0,0.0,2.0146228809367432,8,8,0,bin_2,bin_1,bin_0,bin_1,bin_2,bin_2,bin_1,bin_1,bin_0,bin_2,1.025479793548584,0.003531813621520996,1.9738852083683014,0.0005522966384887695,0.9552882164716721,0.0028387904167175293,2.0114275217056274,0.0024785995483398438,0.07019157707691193,-0.03754231333732605,0.0514204204082489
12,179,s1_t1118936940200_a1485,1118936955100,21,"[1485, 1494, 1498, 1492, 1495, 1501, 1503, 1518]","[1485, 1494, 1498, 1492, 1495, 1501, 1503, 1518]","[0, 1, 2, 3, 4, 5, 6, 7]",12,8,4.5,4.7854410382499815,0.31382868930075086,13.038722071661173,0.9577946608957002,2.0050652368545037,5.656341671738099,8,8,0.0,0.0,2.040739119736921,8,8,0,bin_2,bin_1,bin_0,bin_0,bin_2,bin_2,bin_2,bin_1,bin_0,bin_2,0.7373770326375961,0.0021657347679138184,1.6258088052272797,0.0055124759674072266,1.0565540194511414,0.00267636775970459,2.0067931413650513,0.0035257339477539062,-0.3191769868135452,-0.3809843361377716,-0.509669154882431
13,179,s1_t1118936940200_a1485,1118936956100,21,"[1485, 1494, 1498, 1492, 1495, 1501, 1503, 1518]","[1485, 1494, 1498, 1492, 1495, 1501, 1503, 1518]","[0, 1, 2, 3, 4, 5, 6, 7]",13,8,4.25,5.277064316317399,3.3273945144437604,14.753557165566281,0.8973344240325563,0.07608122577631111,5.100327971381689,8,8,0.0,0.0,2.779926965401547,8,8,0,bin_2,bin_1,bin_1,bin_2,bin_2,bin_2,bin_0,bin_1,bin_0,bin_2,0.8793829083442688,0.002876102924346924,1.372311919927597,0.002254962921142578,0.5418010205030441,0.0006816983222961426,0.8416760265827179,0.002567291259765625,0.33758188784122467,0.5306358933448792,0.6028998345136642
14,179,s1_t1118936940200_a1485,1118936957100,21,"[1485, 1494, 1498, 1492, 1495, 1501, 1503, 1518]","[1485, 1494, 1498, 1492, 1495, 1501, 1503, 1518]","[0, 1, 2, 3, 4, 5, 6, 7]",14,8,4.0,5.432566170248891,5.537380378433178,14.883263848135837,0.8530958602868841,0.46551796265267004,8.009309702191382,8,8,0.0,0.0,2.6128392980330153,8,8,0,bin_2,bin_1,bin_1,bin_2,bin_2,bin_2,bin_0,bin_1,bin_0,bin_2,0.940044954419136,0.0019437670707702637,1.7409839630126953,0.005626678466796875,0.809656023979187,0.0037626028060913086,1.5420878231525421,0.007924437522888184,0.13038893043994904,0.1988961398601532,0.22983700037002563
15,179,s1_t1118936940200_a1485,1118936958100,21,"[1485, 1494, 1498, 1492, 1495, 1501, 1503, 1518]","[1485, 1494, 1498, 1492, 1495, 1501, 1503, 1518]","[0, 1, 2, 3, 4, 5, 6, 7]",15,8,3.75,6.837514092083691,3.5421319030467897,14.416932714533232,0.7089371339091239,2.9577742475686577,6.150301815176297,8,8,0.0,0.0,2.126823674636973,8,8,0,bin_2,bin_1,bin_1,bin_2,bin_2,bin_2,bin_2,bin_1,bin_0,bin_2,0.7503221184015274,0.0009524226188659668,1.2990458309650421,0.0021600723266601562,0.7803936153650284,0.0007752776145935059,1.2243008613586426,0.0015218257904052734,-0.030071496963500977,0.07474496960639954,0.0073009878396987915
16,180,s1_t1118936960200_a1524,1118936963100,21,"[1524, 1479, 1493, 1482, 1526, 1480, 1516, 1477]","[1524, 1479, 1493, 1482, 1526, 1480, 1516, 1477]","[0, 1, 2, 3, 4, 5, 6, 7]",16,8,7.0,3.073203958857744,0.0356395885151888,0.012500000186264515,0.0,0.0,,8,0,0.0,0.0,0.011531457355151986,8,8,0,bin_2,bin_2,bin_0,bin_0,bin_0,bin_0,bin_0,unavailable,bin_0,bin_0,0.011606833199039102,0.0002789432182908058,0.014557753689587116,0.0007970025762915611,0.01226974418386817,0.001117601990699768,0.014437103876844049,0.0012740697711706161,-0.0006629109848290682,0.00012064981274306774,-0.0006025860784575343
17,180,s1_t1118936960200_a1524,1118936964100,21,"[1524, 1479, 1493, 1482, 1526, 1480, 1516, 1477]","[1524, 1479, 1493, 1482, 1526, 1480, 1516, 1477]","[0, 1, 2, 3, 4, 5, 6, 7]",17,8,7.0,3.0413499483321704,0.03525531667304382,0.012500000186264515,0.0,0.0,,8,0,0.0,0.0,0.012384381946255985,8,8,0,bin_2,bin_2,bin_0,bin_0,bin_0,bin_0,bin_0,unavailable,bin_0,bin_0,0.012725829379633069,1.0067597031593323e-06,0.01718883030116558,3.375113010406494e-06,0.013585113687440753,2.002343535423279e-06,0.015696936286985874,5.325302481651306e-06,-0.0008592843078076839,0.0014918940141797066,-0.00011333730071783066
18,180,s1_t1118936960200_a1524,1118936965100,21,"[1524, 1479, 1493, 1482, 1526, 1480, 1516, 1477]","[1524, 1479, 1493, 1482, 1526, 1480, 1516, 1477]","[0, 1, 2, 3, 4, 5, 6, 7]",18,8,7.0,3.0649770795043443,0.03491252068887079,0.012500000186264515,0.0,0.0,,8,0,0.0,0.0,0.01032326359836823,8,8,0,bin_2,bin_2,bin_0,bin_0,bin_0,bin_0,bin_0,unavailable,bin_0,bin_0,0.010648770723491907,0.001226780004799366,0.01360906264744699,0.0005379179492592812,0.011867721565067768,7.595028728246689e-05,0.014269170118495822,1.807045191526413e-05,-0.001218950841575861,-0.0006601074710488319,-0.001549004577100277
19,180,s1_t1118936960200_a1524,1118936966100,21,"[1524, 1479, 1493, 1482, 1526, 1480, 1516, 1477]","[1524, 1479, 1493, 1482, 1526, 1480, 1516, 1477]","[0, 1, 2, 3, 4, 5, 6, 7]",19,8,7.0,3.033237731920826,0.03456605265286333,0.012500000186264515,0.0,0.0,,8,0,0.0,0.0,0.011033479664969901,8,8,0,bin_2,bin_2,bin_0,bin_0,bin_0,bin_0,bin_0,unavailable,bin_0,bin_0,0.01155400206334889,5.844980478286743e-06,0.016337591223418713,8.743256330490112e-06,0.011671184562146664,3.121793270111084e-06,0.013574177864938974,1.186225563287735e-05,-0.00011718249879777431,0.0027634133584797382,0.0012645241804420948
20,180,s1_t1118936960200_a1524,1118936967100,21,"[1524, 1479, 1493, 1482, 1526, 1480, 1516, 1477]","[1524, 1479, 1493, 1482, 1526, 1480, 1516, 1477]","[0, 1, 2, 3, 4, 5, 6, 7]",20,8,7.0,3.0313643768585052,0.03437318511808792,0.012500000186264515,0.0,0.0,,8,0,0.0,0.0,0.01102058266411946,8,8,0,bin_2,bin_2,bin_0,bin_0,bin_0,bin_0,bin_0,unavailable,bin_0,bin_0,0.011237688595429063,0.0014331061393022537,0.014345092931762338,0.0025038467720150948,0.011264004977419972,0.0015785889700055122,0.014157104538753629,0.0010537561029195786,-2.6316381990909576e-05,0.00018798839300870895,6.76778145134449e-05
21,180,s1_t1118936960200_a1524,1118936968100,21,"[1524, 1479, 1493, 1482, 1526, 1480, 1516, 1477]","[1524, 1479, 1493, 1482, 1526, 1480, 1516, 1477]","[0, 1, 2, 3, 4, 5, 6, 7]",21,8,7.0,3.0313643768585052,0.0337809420797436,0.012500000186264515,0.0,0.0,,8,0,0.0,0.0,0.020946755035989077,8,8,0,bin_2,bin_2,bin_0,bin_0,bin_0,bin_0,bin_0,unavailable,bin_0,bin_0,0.021926288027316332,0.0006366446614265442,0.07649274170398712,0.002111583948135376,0.02226183842867613,0.0006775818765163422,0.07379529252648354,0.0008440092206001282,-0.0003355504013597965,0.002697449177503586,0.0010131741873919964
22,180,s1_t1118936960200_a1524,1118936969100,21,"[1524, 1479, 1493, 1482, 1526, 1480, 1516, 1477]","[1524, 1479, 1493, 1482, 1526, 1480, 1516, 1477]","[0, 1, 2, 3, 4, 5, 6, 7]",22,8,7.0,3.023581957884987,0.03347811486258132,0.012500000186264515,0.0,0.0,,8,0,0.0,0.0,0.0802263429338407,8,8,0,bin_2,bin_2,bin_0,bin_0,bin_0,bin_0,bin_0,unavailable,bin_0,bin_0,0.08089163526892662,0.0006520524621009827,0.1766526959836483,0.0006368458271026611,0.08106682822108269,0.00017511099576950073,0.1727256141602993,0.000986337661743164,-0.0001751929521560669,0.003927081823348999,0.0017883479595184326
23,180,s1_t1118936960200_a1524,1118936970100,21,"[1524, 1479, 1493, 1482, 1526, 1480, 1516, 1477]","[1524, 1479, 1493, 1482, 1526, 1480, 1516, 1477]","[0, 1, 2, 3, 4, 5, 6, 7]",23,8,7.0,3.0346045297357374,0.3348370665124698,0.10241720762211051,0.05394376133001105,0.0,,8,0,0.0,0.0,0.15796573261723776,8,8,0,bin_2,bin_2,bin_0,bin_0,bin_0,bin_0,bin_0,unavailable,bin_0,bin_0,0.1595328003168106,0.0022262930870056152,0.6892632246017456,0.0016248822212219238,0.15766363590955734,0.001286536455154419,0.6822012960910797,0.0014786720275878906,0.0018691644072532654,0.0070619285106658936,0.005400128662586212
24,180,s1_t1118936960200_a1524,1118936971100,21,"[1524, 1479, 1493, 1482, 1526, 1480, 1516, 1477]","[1524, 1479, 1493, 1482, 1526, 1480, 1516, 1477]","[0, 1, 2, 3, 4, 5, 6, 7]",24,8,7.0,3.124065062421838,0.24170119545870974,0.11002807025265729,0.054423567172422846,0.0,,8,0,0.0,0.0,0.879996944814327,8,8,0,bin_2,bin_2,bin_0,bin_0,bin_0,bin_0,bin_0,unavailable,bin_0,bin_1,0.8810668736696243,0.0013970732688903809,2.2561917304992676,0.0031049251556396484,0.881374791264534,0.001453399658203125,2.2498741149902344,0.0022840499877929688,-0.00030791759490966797,0.006317615509033203,0.0028508901596069336
25,180,s1_t1118936960200_a1524,1118936972100,21,"[1524, 1479, 1493, 1482, 1526, 1480, 1516, 1477]","[1524, 1479, 1493, 1482, 1526, 1480, 1516, 1477]","[0, 1, 2, 3, 4, 5, 6, 7]",25,8,7.0,2.9469511765668974,1.7974677839965065,1.053915725795059,0.5651861449812763,0.006666666766007741,,8,0,0.0,0.0,0.9563847857904538,8,8,0,bin_2,bin_2,bin_0,bin_1,bin_1,bin_1,bin_0,unavailable,bin_0,bin_1,1.049581229686737,0.0011237859725952148,2.4239583611488342,0.004854679107666016,0.9410868436098099,0.0012023448944091797,2.534249186515808,0.0008604526519775391,0.10849438607692719,-0.11029082536697388,0.05334897339344025
26,180,s1_t1118936960200_a1524,1118936973100,21,"[1524, 1479, 1493, 1482, 1526, 1480, 1516, 1477]","[1524, 1479, 1493, 1482, 1526, 1480, 1516, 1477]","[0, 1, 2, 3, 4, 5, 6, 7]",26,8,7.0,3.131759719638073,0.3410505590968408,1.8894075321954293,1.010864538167659,0.0,1.041982554059819,8,1,0.0,0.0,1.661902008424518,8,8,0,bin_2,bin_2,bin_0,bin_0,bin_1,bin_2,bin_0,bin_0,bin_0,bin_2,0.852731004357338,0.00018280744552612305,1.750205636024475,0.0004671812057495117,1.186879187822342,0.0029000043869018555,2.754136025905609,0.006341695785522461,-0.33414818346500397,-1.003930389881134,-0.836113378405571
27,180,s1_t1118936960200_a1524,1118936974100,21,"[1524, 1479, 1493, 1482, 1526, 1480, 1516, 1477]","[1524, 1479, 1493, 1482, 1526, 1480, 1516, 1477]","[0, 1, 2, 3, 4, 5, 6, 7]",27,8,7.0,4.369544313629741,0.658160303526324,3.7533199077536885,1.4552183685479356,0.0,1.1386280018692598,8,4,0.0,0.0,1.6047090986942636,8,8,0,bin_2,bin_2,bin_0,bin_1,bin_1,bin_2,bin_0,bin_0,bin_0,bin_2,0.8767919391393661,0.0009151101112365723,1.7667626440525055,0.0026189088821411133,1.09908926486969,0.0074388980865478516,2.287770688533783,0.014598846435546875,-0.2222973257303238,-0.5210080444812775,-0.4828013479709625
28,180,s1_t1118936960200_a1524,1118936975100,21,"[1524, 1479, 1493, 1482, 1526, 1480, 1516, 1477]","[1524, 1479, 1493, 1482, 1526, 1480, 1516, 1477]","[0, 1, 2, 3, 4, 5, 6, 7]",28,8,7.0,3.41651371977727,0.2762072326904651,4.973952519447887,1.8092280861994459,0.0,2.5835242032691617,8,6,0.0,0.0,1.7558419800559906,8,8,0,bin_2,bin_2,bin_0,bin_0,bin_1,bin_2,bin_0,bin_0,bin_0,bin_2,0.750268742442131,0.0037210583686828613,1.5566167533397675,0.005695223808288574,0.7062556743621826,0.004946470260620117,1.7446345090866089,0.012418031692504883,0.044013068079948425,-0.18801775574684143,-0.04999580979347229
29,180,s1_t1118936960200_a1524,1118936976100,21,"[1524, 1479, 1493, 1482, 1526, 1480, 1516, 1477]","[1524, 1479, 1493, 1482, 1526, 1480, 1516, 1477]","[0, 1, 2, 3, 4, 5, 6, 7]",29,8,7.0,3.3371460288847588,0.4665491483624586,6.583454936553752,1.5952793006043355,0.0,3.1512407410208043,8,8,0.0,0.0,1.1181511672847368,8,8,0,bin_2,bin_2,bin_0,bin_0,bin_2,bin_2,bin_0,bin_0,bin_0,bin_2,1.0327457189559937,0.0002181529998779297,1.76968652009964,0.00046455860137939453,1.3449675142765045,0.0018186569213867188,2.552215814590454,0.004393100738525391,-0.31222179532051086,-0.7825292944908142,-0.703486442565918
30,180,s1_t1118936960200_a1524,1118936977100,21,"[1524, 1479, 1493, 1482, 1526, 1480, 1516, 1477]","[1524, 1479, 1493, 1482, 1526, 1480, 1516, 1477]","[0, 1, 2, 3, 4, 5, 6, 7]",30,8,7.0,3.83547010721688,1.795036553371504,7.3779564929769474,0.9038599836533118,0.0,3.5549541978081627,8,8,0.0,0.0,1.2431947800755785,8,8,0,bin_2,bin_2,bin_0,bin_1,bin_2,bin_2,bin_0,bin_0,bin_0,bin_2,0.7250189781188965,0.0029584169387817383,1.3915812373161316,0.004744052886962891,1.0808320343494415,0.0034955739974975586,2.2274810075759888,0.0052411556243896484,-0.35581305623054504,-0.8358997702598572,-0.7737629413604736
31,180,s1_t1118936960200_a1524,1118936978100,21,"[1524, 1479, 1493, 1482, 1526, 1480, 1516, 1477]","[1524, 1479, 1493, 1482, 1526, 1480, 1516, 1477]","[0, 1, 2, 3, 4, 5, 6, 7]",31,8,6.5,4.848465014743733,0.6750249901519567,8.36364193973398,1.2165929100526145,0.712087581803568,2.793581229037651,8,8,0.0,0.0,1.0428660235521787,8,8,0,bin_2,bin_2,bin_0,bin_1,bin_2,bin_2,bin_1,bin_0,bin_0,bin_1,0.9294869005680084,0.0042784810066223145,1.5219492614269257,0.012561559677124023,1.0021559298038483,0.004349231719970703,1.8713265359401703,0.007259011268615723,-0.07266902923583984,-0.34937727451324463,-0.24735766649246216
32,181,s1_t1118936960200_a1530,1118936963100,21,"[1530, 1533, 1536, 1531, 1525, 1532, 1514, 1528]","[1530, 1533, 1536, 1531, 1525, 1532, 1514, 1528]","[0, 1, 2, 3, 4, 5, 6, 7]",32,8,5.75,7.709518458847677,5.645149583044925,12.080676069360209,1.0389276181020286,3.1392177569811692,4.200770243635423,8,8,0.0,0.0,2.1071901441211325,8,8,0,bin_2,bin_1,bin_1,bin_2,bin_2,bin_2,bin_2,bin_0,bin_0,bin_2,0.8107126355171204,0.003969907760620117,1.1647318303585052,0.00921785831451416,1.207877904176712,0.0013136863708496094,2.433130204677582,0.0031850337982177734,-0.3971652686595917,-1.2683983743190765,-1.03136445581913
33,181,s1_t1118936960200_a1530,1118936964100,21,"[1530, 1533, 1536, 1531, 1525, 1532, 1514, 1528]","[1530, 1533, 1536, 1531, 1525, 1532, 1514, 1528]","[0, 1, 2, 3, 4, 5, 6, 7]",33,8,4.75,8.179675984756118,1.2206606083298766,12.53196850308153,0.7397089950488838,0.28108067358850874,6.013545400112285,8,8,0.0,0.0,2.018070864381709,8,8,0,bin_2,bin_1,bin_1,bin_1,bin_2,bin_2,bin_0,bin_1,bin_0,bin_2,0.7519808858633041,0.0004845857620239258,1.2325962781906128,0.0005693435668945312,0.7460339367389679,0.000706017017364502,1.3309824466705322,0.0013543367385864258,0.005946949124336243,-0.09838616847991943,-0.043246135115623474
34,181,s1_t1118936960200_a1530,1118936965100,21,"[1530, 1533, 1536, 1531, 1525, 1532, 1514, 1528]","[1530, 1533, 1536, 1531, 1525, 1532, 1514, 1528]","[0, 1, 2, 3, 4, 5, 6, 7]",34,8,4.75,6.365499066103751,2.3994892685799556,12.42356676361723,0.9370499345670281,1.2831642298567683,5.198183858680087,8,8,0.0,0.0,1.5889493832570685,8,8,0,bin_2,bin_1,bin_1,bin_2,bin_2,bin_2,bin_1,bin_1,bin_0,bin_2,1.0590897500514984,0.0021554231643676758,1.7386009693145752,0.004875659942626953,0.8089289665222168,0.0013208389282226562,1.350819081068039,0.003029465675354004,0.2501607835292816,0.38778188824653625,0.44405172765254974
35,181,s1_t1118936960200_a1530,1118936966100,21,"[1530, 1533, 1536, 1531, 1525, 1532, 1514, 1528]","[1530, 1533, 1536, 1531, 1525, 1532, 1514, 1528]","[0, 1, 2, 3, 4, 5, 6, 7]",35,8,4.75,6.375938873614838,3.3399515656075347,12.539557647561463,0.649520594218154,1.0153467922041912,6.694172362392211,8,8,0.0,0.0,1.9137803188167088,8,8,0,bin_2,bin_1,bin_1,bin_2,bin_2,bin_1,bin_1,bin_1,bin_0,bin_2,0.7438377887010574,0.000709235668182373,1.3469389975070953,0.0016982555389404297,0.8391020447015762,0.00016838312149047852,1.5914056301116943,0.0008969306945800781,-0.0952642560005188,-0.244466632604599,-0.2174975723028183
36,181,s1_t1118936960200_a1530,1118936967100,21,"[1530, 1533, 1536, 1531, 1525, 1532, 1514, 1528]","[1530, 1533, 1536, 1531, 1525, 1532, 1514, 1528]","[0, 1, 2, 3, 4, 5, 6, 7]",36,8,4.5,6.440959950964661,2.208191327118,12.797389067066984,1.3433204061461415,2.789861868793524,8.05500942046551,8,8,0.0,0.0,1.0520508628547571,8,8,0,bin_2,bin_1,bin_1,bin_2,bin_2,bin_2,bin_2,bin_1,bin_0,bin_2,0.7327620387077332,0.001682579517364502,1.181074321269989,0.0008060932159423828,0.6281094402074814,0.0012268424034118652,1.1300208568572998,0.003959178924560547,0.10465259850025177,0.05105346441268921,0.13017933070659637
