switch_id,episode,episode_id,density,snr,slot,window_offset,origin_ms,state_x,state_y,assigned_gt,nearest_gt,second_nearest_gt,nearest_margin_m,d_state_A,d_state_B,gt_AB_distance,detected,coast,gt_before,gt_after,detected_before,detected_after,detection_transition,assigned_cost_m,row_best_gt,row_best_cost_m,row_second_best_cost_m,row_cost_margin_m,assigned_is_row_best,row_best_taken_by_other_slot,crowded_criterion,competition_criterion,jitter_criterion,handoff_criterion,cause,persistence_b_origins,persistent_ge_3,persistent_to_segment_end,bounce_within_1,bounce_within_2,bounce_within_3,nearest_p,nearest_c,nearest_r,jitter_bounce_strict
1,4,s0_t1118935700200_a15,mid,-5.0,5,0,1118935710100,-11.626056671142578,-78.48429870605469,15,12,15,0.832824832397919,6.742234597519447,5.038990553082068,4.001717807052872,False,True,11,15,True,False,detected_to_coast,2.7063234523856825,15,2.7063234523856825,2.9505173247433243,0.24419387235764178,True,False,False,False,False,False,unresolved,1,False,False,True,True,True,15,12,12,False
1,4,s0_t1118935700200_a15,mid,-5.0,5,1,1118935710600,-10.907099723815918,-82.31832122802734,11,12,15,3.643879608389425,9.25192338186806,6.13277789557913,5.292874037178407,False,True,11,15,True,False,detected_to_coast,,,,,,,,False,False,False,False,unresolved,1,False,False,True,True,True,15,12,12,False
1,4,s0_t1118935700200_a15,mid,-5.0,5,2,1118935711100,,,,,,,,,6.684906203458695,False,True,11,15,True,False,detected_to_coast,,,,,,,,False,False,False,False,unresolved,1,False,False,True,True,True,15,12,12,False
1,4,s0_t1118935700200_a15,mid,-5.0,5,3,1118935711600,,,,,,,,,7.6722542358742905,False,True,11,15,True,False,detected_to_coast,,,,,,,,False,False,False,False,unresolved,1,False,False,True,True,True,15,12,12,False
2,4,s0_t1118935700200_a15,mid,-5.0,5,-3,1118935709100,-12.885115623474121,-67.91456604003906,11,11,15,0.10639582811919568,1.4833112883038129,1.3769154601846172,2.8446026932148287,True,False,15,11,False,False,coast_to_coast,,,,,,,,False,True,False,False,global_assignment_competition,1,False,True,False,False,False,12,12,,False
2,4,s0_t1118935700200_a15,mid,-5.0,5,-2,1118935709600,-12.391318321228027,-72.85717010498047,11,15,11,0.26956852072773474,2.7599248417239384,3.029493362451673,3.0492772253975176,True,False,15,11,False,False,coast_to_coast,,,,,,,,False,True,False,False,global_assignment_competition,1,False,True,False,False,False,12,12,,False
2,4,s0_t1118935700200_a15,mid,-5.0,5,-1,1118935710100,-11.626056671142578,-78.48429870605469,15,12,15,0.832824832397919,5.038990553082068,6.742234597519447,4.001717807052872,False,True,15,11,False,False,coast_to_coast,,,,,,,,False,True,False,False,global_assignment_competition,1,False,True,False,False,False,12,12,,False
2,4,s0_t1118935700200_a15,mid,-5.0,5,0,1118935710600,-10.907099723815918,-82.31832122802734,11,12,15,3.643879608389425,6.13277789557913,9.25192338186806,5.292874037178407,False,True,15,11,False,False,coast_to_coast,4.183905998811717,15,3.3869416401885877,4.183905998811717,0.7969643586231294,False,True,False,True,False,False,global_assignment_competition,1,False,True,False,False,False,12,12,,False
2,4,s0_t1118935700200_a15,mid,-5.0,5,1,1118935711100,,,,,,,,,6.684906203458695,False,True,15,11,False,False,coast_to_coast,,,,,,,,False,True,False,False,global_assignment_competition,1,False,True,False,False,False,12,12,,False
2,4,s0_t1118935700200_a15,mid,-5.0,5,2,1118935711600,,,,,,,,,7.6722542358742905,False,True,15,11,False,False,coast_to_coast,,,,,,,,False,True,False,False,global_assignment_competition,1,False,True,False,False,False,12,12,,False
2,4,s0_t1118935700200_a15,mid,-5.0,5,3,1118935712100,,,,,,,,,8.505587147206073,False,True,15,11,False,False,coast_to_coast,,,,,,,,False,True,False,False,global_assignment_competition,1,False,True,False,False,False,12,12,,False
3,4,s0_t1118935700200_a15,mid,-5.0,2,-3,1118935711100,,,,,,,,,8.4333087411457,False,True,11,12,False,True,coast_to_detected,,,,,,,,True,False,False,False,crowded_ambiguous,6,True,False,False,False,False,12,12,,False
3,4,s0_t1118935700200_a15,mid,-5.0,2,-2,1118935711600,,,,,,,,,7.318253712617509,False,True,11,12,False,True,coast_to_detected,,,,,,,,True,False,False,False,crowded_ambiguous,6,True,False,False,False,False,12,12,,False
3,4,s0_t1118935700200_a15,mid,-5.0,2,-1,1118935712100,-9.933289527893066,-79.77409362792969,11,12,11,0.248185887771593,3.204898858044072,2.956712970272479,6.161099912190641,False,True,11,12,False,True,coast_to_detected,,,,,,,,True,False,False,False,crowded_ambiguous,6,True,False,False,False,False,12,12,,False
3,4,s0_t1118935700200_a15,mid,-5.0,2,0,1118935712600,-10.006695747375488,-80.3291015625,12,12,11,0.18737268254985784,2.720725199328771,2.5333525167789133,5.25357999816348,True,False,11,12,False,True,coast_to_detected,2.9613333365863985,12,2.9613333365863985,3.1537449241268005,0.192411587540402,True,False,True,False,False,False,crowded_ambiguous,6,True,False,False,False,False,12,12,,False
3,4,s0_t1118935700200_a15,mid,-5.0,2,1,1118935713100,-10.14206314086914,-80.57034301757812,12,11,12,0.39750093104797335,2.03933226140645,2.4368331924544235,4.475246331198519,True,False,11,12,False,True,coast_to_detected,,,,,,,,True,False,False,False,crowded_ambiguous,6,True,False,False,False,False,12,12,,False
3,4,s0_t1118935700200_a15,mid,-5.0,2,2,1118935713600,-9.965550422668457,-81.27223205566406,12,12,11,0.28792622979784177,2.1270679234178407,1.839141693619999,3.9637722533353354,True,False,11,12,False,True,coast_to_detected,,,,,,,,True,False,False,False,crowded_ambiguous,6,True,False,False,False,False,12,12,,False
3,4,s0_t1118935700200_a15,mid,-5.0,2,3,1118935714100,-10.103931427001953,-81.42718505859375,12,11,12,0.14876702014304,1.7239854150397507,1.8727524351827907,3.5967362173570807,False,True,11,12,False,True,coast_to_detected,,,,,,,,True,False,False,False,crowded_ambiguous,6,True,False,False,False,False,12,12,,False
4,4,s0_t1118935700200_a15,mid,0.0,4,-3,1118935709600,-12.989764213562012,-72.31532287597656,11,15,11,0.8322304120411732,2.785285825628966,1.9530554135877929,3.0492772253975176,False,True,11,15,True,True,detected_to_detected,,,,,,,,False,False,False,False,unresolved,15,True,True,False,False,False,15,15,,False
4,4,s0_t1118935700200_a15,mid,0.0,4,-2,1118935710100,-14.062856674194336,-74.45751190185547,11,15,11,3.3201542188510307,3.766967358325853,0.4468131394748223,4.001717807052872,True,False,11,15,True,True,detected_to_detected,,,,,,,,False,False,False,False,unresolved,15,True,True,False,False,False,15,15,,False
4,4,s0_t1118935700200_a15,mid,0.0,4,-1,1118935710600,-14.742042541503906,-77.420654296875,11,15,11,5.239354833851854,5.425166485471821,0.1858116516199672,5.292874037178407,True,False,11,15,True,True,detected_to_detected,,,,,,,,False,False,False,False,unresolved,15,True,True,False,False,False,15,15,,False
4,4,s0_t1118935700200_a15,mid,0.0,4,0,1118935711100,-14.57885456085205,-80.36382293701172,15,15,12,6.341129250328864,6.707046246179172,0.05475793442018857,6.684906203458695,True,False,11,15,True,True,detected_to_detected,0.5982080662783027,15,0.5982080662783027,4.029452587900389,3.4312445216220864,True,False,False,False,False,False,unresolved,15,True,True,False,False,False,15,15,,False
4,4,s0_t1118935700200_a15,mid,0.0,4,1,1118935711600,-14.61304759979248,-82.75785064697266,15,15,12,6.135541677962727,7.685461964228807,0.020619953881003673,7.6722542358742905,True,False,11,15,True,True,detected_to_detected,,,,,,,,False,False,False,False,unresolved,15,True,True,False,False,False,15,15,,False
4,4,s0_t1118935700200_a15,mid,0.0,4,2,1118935712100,-14.615107536315918,-85.03816223144531,15,15,12,6.640426700067905,8.560056335578269,0.06865810448677519,8.505587147206073,True,False,11,15,True,True,detected_to_detected,,,,,,,,False,False,False,False,unresolved,15,True,True,False,False,False,15,15,,False
4,4,s0_t1118935700200_a15,mid,0.0,4,3,1118935712600,-14.661046981811523,-86.38613891601562,15,15,12,7.365298245039973,8.815378123417254,0.027900995446299308,8.820775655186747,True,False,11,15,True,True,detected_to_detected,,,,,,,,False,False,False,False,unresolved,15,True,True,False,False,False,15,15,,False
5,4,s0_t1118935700200_a15,mid,0.0,7,-3,1118935711600,,,,,,,,,7.318253712617509,False,True,11,12,True,False,detected_to_coast,,,,,,,,False,False,False,False,unresolved,3,True,False,False,False,False,12,12,,False
5,4,s0_t1118935700200_a15,mid,0.0,7,-2,1118935712100,-9.907419204711914,-79.79377746582031,11,12,11,0.3083061213754741,3.2351433986233666,2.9268372772478926,6.161099912190641,False,True,11,12,True,False,detected_to_coast,,,,,,,,False,False,False,False,unresolved,3,True,False,False,False,False,12,12,,False
5,4,s0_t1118935700200_a15,mid,0.0,7,-1,1118935712600,-9.9989595413208,-80.33921813964844,11,12,11,0.21283840488729355,2.733455394522705,2.5206169896354114,5.25357999816348,True,False,11,12,True,False,detected_to_coast,,,,,,,,False,False,False,False,unresolved,3,True,False,False,False,False,12,12,,False
5,4,s0_t1118935700200_a15,mid,0.0,7,0,1118935713100,-9.626453399658203,-81.3609848022461,12,12,11,1.4508234584574016,2.9678551479631863,1.5170316895057847,4.475246331198519,False,True,11,12,True,False,detected_to_coast,2.5024302204580993,12,2.5024302204580993,2.964889059011798,0.46245883855369874,True,False,False,False,False,False,unresolved,3,True,False,False,False,False,12,12,,False
5,4,s0_t1118935700200_a15,mid,0.0,7,1,1118935713600,-10.075081825256348,-81.12226104736328,12,11,12,0.06881853837260232,1.9475581857999122,2.0163767241725146,3.9637722533353354,False,True,11,12,True,False,detected_to_coast,,,,,,,,False,False,False,False,unresolved,3,True,False,False,False,False,12,12,,False
5,4,s0_t1118935700200_a15,mid,0.0,7,2,1118935714100,-10.32571029663086,-81.15911865234375,12,11,12,0.7962380456105977,1.4046815234777217,2.2009195690883194,3.5967362173570807,False,True,11,12,True,False,detected_to_coast,,,,,,,,False,False,False,False,unresolved,3,True,False,False,False,False,12,12,,False
5,4,s0_t1118935700200_a15,mid,0.0,7,3,1118935714600,-10.955376625061035,-81.1630630493164,,11,12,2.0833245432984664,0.6675139625598323,2.7508385058582987,3.4043439612713216,False,True,11,12,True,False,detected_to_coast,,,,,,,,False,False,False,False,unresolved,3,True,False,False,False,False,12,12,,False
6,4,s0_t1118935700200_a15,mid,0.0,0,-3,1118935713100,,,,,,,,,4.475246331198519,False,True,11,12,False,True,coast_to_detected,,,,,,,,True,False,False,False,crowded_ambiguous,2,False,False,False,False,False,11,11,,False
6,4,s0_t1118935700200_a15,mid,0.0,0,-2,1118935713600,,,,,,,,,3.9637722533353354,True,False,11,12,False,True,coast_to_detected,,,,,,,,True,False,False,False,crowded_ambiguous,2,False,False,False,False,False,11,11,,False
6,4,s0_t1118935700200_a15,mid,0.0,0,-1,1118935714100,-10.13870620727539,-81.37804412841797,11,11,12,0.2575441928052904,1.669757921365055,1.9273021141703455,3.5967362173570807,False,True,11,12,False,True,coast_to_detected,,,,,,,,True,False,False,False,crowded_ambiguous,2,False,False,False,False,False,11,11,,False
6,4,s0_t1118935700200_a15,mid,0.0,0,0,1118935714600,-10.073359489440918,-81.56488800048828,12,11,12,0.15396324108541104,1.6278349889366943,1.7817982300221054,3.4043439612713216,True,False,11,12,False,True,coast_to_detected,1.8972959284134066,11,1.7372224973102846,1.8972959284134066,0.160073431103122,False,True,True,False,False,False,crowded_ambiguous,2,False,False,False,False,False,11,11,,False
6,4,s0_t1118935700200_a15,mid,0.0,0,1,1118935715100,-10.068598747253418,-81.81439208984375,12,11,12,0.07022818702003719,1.6129656841326947,1.683193871152732,3.2960213734710955,False,True,11,12,False,True,coast_to_detected,,,,,,,,True,False,False,False,crowded_ambiguous,2,False,False,False,False,False,11,11,,False
6,4,s0_t1118935700200_a15,mid,0.0,0,2,1118935715600,-10.289728164672852,-81.83423614501953,,11,12,0.54933884551317,1.339589863934332,1.888928709447502,3.224474114713832,False,True,11,12,False,True,coast_to_detected,,,,,,,,True,False,False,False,crowded_ambiguous,2,False,False,False,False,False,11,11,,False
6,4,s0_t1118935700200_a15,mid,0.0,0,3,1118935716100,-9.773571014404297,-81.51290130615234,,12,11,0.32309061002467643,1.8682521211140175,1.545161511089341,3.178399522080913,False,True,11,12,False,True,coast_to_detected,,,,,,,,True,False,False,False,crowded_ambiguous,2,False,False,False,False,False,11,11,,False
7,4,s0_t1118935700200_a15,mid,5.0,4,-3,1118935709600,-12.989567756652832,-72.31258392333984,11,15,11,0.8315854981270463,2.782866516472566,1.9512810183455196,3.0492772253975176,False,True,11,15,True,True,detected_to_detected,,,,,,,,False,False,False,False,unresolved,15,True,True,False,False,False,15,15,,False
7,4,s0_t1118935700200_a15,mid,5.0,4,-2,1118935710100,-14.06345272064209,-74.45860290527344,11,15,11,3.321643562099603,3.7681666515145604,0.4465230894149573,4.001717807052872,True,False,11,15,True,True,detected_to_detected,,,,,,,,False,False,False,False,unresolved,15,True,True,False,False,False,15,15,,False
7,4,s0_t1118935700200_a15,mid,5.0,4,-1,1118935710600,-14.742988586425781,-77.41841888427734,11,15,11,5.2375436321716435,5.423948606208575,0.1864049740369314,5.292874037178407,True,False,11,15,True,True,detected_to_detected,,,,,,,,False,False,False,False,unresolved,15,True,True,False,False,False,15,15,,False
7,4,s0_t1118935700200_a15,mid,5.0,4,0,1118935711100,-14.584054946899414,-80.35777282714844,15,15,12,6.355863111465327,6.704039971589431,0.0467850782500157,6.684906203458695,True,False,11,15,True,True,detected_to_detected,0.5967663912023381,15,0.5967663912023381,4.028984369874905,3.432217978672567,True,False,False,False,False,False,unresolved,15,True,True,False,False,False,15,15,,False
7,4,s0_t1118935700200_a15,mid,5.0,4,1,1118935711600,-14.61450481414795,-82.75826263427734,15,15,12,6.137254681679164,7.686419883188966,0.020388582579095187,7.6722542358742905,True,False,11,15,True,True,detected_to_detected,,,,,,,,False,False,False,False,unresolved,15,True,True,False,False,False,15,15,,False
7,4,s0_t1118935700200_a15,mid,5.0,4,2,1118935712100,-14.631345748901367,-85.01326751708984,15,15,12,6.672997222792346,8.542540701432346,0.04102508182239536,8.505587147206073,True,False,11,15,True,True,detected_to_detected,,,,,,,,False,False,False,False,unresolved,15,True,True,False,False,False,15,15,,False
7,4,s0_t1118935700200_a15,mid,5.0,4,3,1118935712600,-14.654353141784668,-86.39537048339844,15,15,12,7.374728143451378,8.821711347719859,0.017922715983713613,8.820775655186747,True,False,11,15,True,True,detected_to_detected,,,,,,,,False,False,False,False,unresolved,15,True,True,False,False,False,15,15,,False
8,4,s0_t1118935700200_a15,mid,5.0,7,-3,1118935711600,,,,,,,,,7.318253712617509,False,True,11,12,True,False,detected_to_coast,,,,,,,,False,False,False,False,unresolved,3,True,False,False,False,False,12,12,,False
8,4,s0_t1118935700200_a15,mid,5.0,7,-2,1118935712100,-9.915915489196777,-79.78243255615234,11,12,11,0.2801426999805319,3.221035103359879,2.940892403379347,6.161099912190641,False,True,11,12,True,False,detected_to_coast,,,,,,,,False,False,False,False,unresolved,3,True,False,False,False,False,12,12,,False
8,4,s0_t1118935700200_a15,mid,5.0,7,-1,1118935712600,-10.033061981201172,-80.28215026855469,11,12,11,0.0805352027728361,2.6672221699913083,2.5866869672184722,5.25357999816348,True,False,11,12,True,False,detected_to_coast,,,,,,,,False,False,False,False,unresolved,3,True,False,False,False,False,12,12,,False
8,4,s0_t1118935700200_a15,mid,5.0,7,0,1118935713100,-9.628704071044922,-81.34403991699219,12,12,11,1.4239513182274763,2.953718080584168,1.5297667623566917,4.475246331198519,False,True,11,12,True,False,detected_to_coast,2.5363609461229184,12,2.5363609461229184,2.9306331208931082,0.39427217477018983,True,False,False,False,False,False,unresolved,3,True,False,False,False,False,12,12,,False
8,4,s0_t1118935700200_a15,mid,5.0,7,1,1118935713600,-10.07407283782959,-81.12633514404297,12,11,12,0.06222969623651364,1.9508778734836971,2.0131075697202108,3.9637722533353354,False,True,11,12,True,False,detected_to_coast,,,,,,,,False,False,False,False,unresolved,3,True,False,False,False,False,12,12,,False
8,4,s0_t1118935700200_a15,mid,5.0,7,2,1118935714100,-10.334362030029297,-81.14363861083984,12,11,12,0.8260977606709166,1.3904615012759247,2.2165592619468413,3.5967362173570807,False,True,11,12,True,False,detected_to_coast,,,,,,,,False,False,False,False,unresolved,3,True,False,False,False,False,12,12,,False
8,4,s0_t1118935700200_a15,mid,5.0,7,3,1118935714600,-10.955955505371094,-81.16525268554688,,11,12,2.083003021539923,0.6674193810776097,2.7504224026175326,3.4043439612713216,False,True,11,12,True,False,detected_to_coast,,,,,,,,False,False,False,False,unresolved,3,True,False,False,False,False,12,12,,False
9,4,s0_t1118935700200_a15,mid,5.0,0,-3,1118935713100,,,,,,,,,4.475246331198519,False,True,11,12,False,True,coast_to_detected,,,,,,,,True,False,False,False,crowded_ambiguous,2,False,False,False,False,False,11,11,,False
9,4,s0_t1118935700200_a15,mid,5.0,0,-2,1118935713600,,,,,,,,,3.9637722533353354,True,False,11,12,False,True,coast_to_detected,,,,,,,,True,False,False,False,crowded_ambiguous,2,False,False,False,False,False,11,11,,False
9,4,s0_t1118935700200_a15,mid,5.0,0,-1,1118935714100,-10.140702247619629,-81.37400817871094,11,11,12,0.26497483887859374,1.6660786166751869,1.9310534555537806,3.5967362173570807,False,True,11,12,False,True,coast_to_detected,,,,,,,,True,False,False,False,crowded_ambiguous,2,False,False,False,False,False,11,11,,False
9,4,s0_t1118935700200_a15,mid,5.0,0,0,1118935714600,-10.06982421875,-81.56985473632812,12,11,12,0.14361875745713304,1.632831099698147,1.77644985715528,3.4043439612713216,True,False,11,12,False,True,coast_to_detected,1.891239115498137,11,1.7425793036425132,1.891239115498137,0.1486598118556237,False,True,True,False,False,False,crowded_ambiguous,2,False,False,False,False,False,11,11,,False
9,4,s0_t1118935700200_a15,mid,5.0,0,1,1118935715100,-10.078421592712402,-81.801513671875,12,11,12,0.09680547512918114,1.599787869138727,1.6965933442679082,3.2960213734710955,False,True,11,12,False,True,coast_to_detected,,,,,,,,True,False,False,False,crowded_ambiguous,2,False,False,False,False,False,11,11,,False
9,4,s0_t1118935700200_a15,mid,5.0,0,2,1118935715600,-10.293302536010742,-81.8298568725586,,11,12,0.5582291667591492,1.3353255480778339,1.8935547148369831,3.224474114713832,False,True,11,12,False,True,coast_to_detected,,,,,,,,True,False,False,False,crowded_ambiguous,2,False,False,False,False,False,11,11,,False
9,4,s0_t1118935700200_a15,mid,5.0,0,3,1118935716100,-9.702160835266113,-81.49130249023438,,12,11,0.4447726205653475,1.9424121281504247,1.4976395075850772,3.178399522080913,False,True,11,12,False,True,coast_to_detected,,,,,,,,True,False,False,False,crowded_ambiguous,2,False,False,False,False,False,11,11,,False
10,4,s0_t1118935700200_a15,mid,10.0,4,-3,1118935709600,-12.989466667175293,-72.31105041503906,11,15,11,0.8312348400402159,2.781517004331441,1.9502821642912251,3.0492772253975176,False,True,11,15,True,True,detected_to_detected,,,,,,,,False,False,False,False,unresolved,15,True,True,False,False,False,15,15,,False
10,4,s0_t1118935700200_a15,mid,10.0,4,-2,1118935710100,-14.063789367675781,-74.45921325683594,11,15,11,3.322480642046641,3.7688398129406475,0.4463591708940065,4.001717807052872,True,False,11,15,True,True,detected_to_detected,,,,,,,,False,False,False,False,unresolved,15,True,True,False,False,False,15,15,,False
10,4,s0_t1118935700200_a15,mid,10.0,4,-1,1118935710600,-14.74350357055664,-77.41716766357422,11,15,11,5.236522913123591,5.423258535177103,0.18673562205351202,5.292874037178407,True,False,11,15,True,True,detected_to_detected,,,,,,,,False,False,False,False,unresolved,15,True,True,False,False,False,15,15,,False
10,4,s0_t1118935700200_a15,mid,10.0,4,0,1118935711100,-14.586971282958984,-80.3543701171875,15,15,12,6.364136801031625,6.702348880352502,0.04230706307835189,6.684906203458695,True,False,11,15,True,True,detected_to_detected,0.5959637815770289,15,0.5959637815770289,4.028719282258168,3.4327555006811385,True,False,False,False,False,False,unresolved,15,True,True,False,False,False,15,15,,False
10,4,s0_t1118935700200_a15,mid,10.0,4,1,1118935711600,-14.615328788757324,-82.75849151611328,15,15,12,6.138177977558971,7.686957875424551,0.02030280106121787,7.6722542358742905,True,False,11,15,True,True,detected_to_detected,,,,,,,,False,False,False,False,unresolved,15,True,True,False,False,False,15,15,,False
10,4,s0_t1118935700200_a15,mid,10.0,4,2,1118935712100,-14.64043140411377,-84.99934387207031,15,15,12,6.689304286025301,8.53277494133586,0.027538647473172456,8.505587147206073,True,False,11,15,True,True,detected_to_detected,,,,,,,,False,False,False,False,unresolved,15,True,True,False,False,False,15,15,,False
10,4,s0_t1118935700200_a15,mid,10.0,4,3,1118935712600,-14.650588989257812,-86.40058898925781,15,15,12,7.379011020701698,8.825302813516576,0.013354163764866922,8.820775655186747,True,False,11,15,True,True,detected_to_detected,,,,,,,,False,False,False,False,unresolved,15,True,True,False,False,False,15,15,,False
11,4,s0_t1118935700200_a15,mid,10.0,1,-3,1118935711600,,,,,,,,,7.318253712617509,False,True,11,12,True,False,detected_to_coast,,,,,,,,False,False,False,False,unresolved,5,True,False,False,False,False,12,12,,False
11,4,s0_t1118935700200_a15,mid,10.0,1,-2,1118935712100,,,,,,,,,6.161099912190641,False,True,11,12,True,False,detected_to_coast,,,,,,,,False,False,False,False,unresolved,5,True,False,False,False,False,12,12,,False
11,4,s0_t1118935700200_a15,mid,10.0,1,-1,1118935712600,-10.044147491455078,-80.2647476196289,11,12,11,0.039371825081193634,2.646624716985963,2.6072528919047695,5.25357999816348,True,False,11,12,True,False,detected_to_coast,,,,,,,,False,False,False,False,unresolved,5,True,False,False,False,False,12,12,,False
11,4,s0_t1118935700200_a15,mid,10.0,1,0,1118935713100,-9.629840850830078,-81.3321762084961,12,12,11,1.4057300650101119,2.9441326263715344,1.5384025613614225,4.475246331198519,False,True,11,12,True,False,detected_to_coast,2.4870123005266134,12,2.4870123005266134,2.8836444689799112,0.39663216845329785,True,False,False,False,False,False,unresolved,5,True,False,False,False,False,12,12,,False
11,4,s0_t1118935700200_a15,mid,10.0,1,1,1118935713600,-10.073896408081055,-81.12824249267578,12,11,12,0.059612667223819304,1.9522013907440958,2.011814057967915,3.9637722533353354,False,True,11,12,True,False,detected_to_coast,,,,,,,,False,False,False,False,unresolved,5,True,False,False,False,False,12,12,,False
11,4,s0_t1118935700200_a15,mid,10.0,1,2,1118935714100,-9.859264373779297,-81.62034606933594,12,12,11,0.4669365942506496,2.0325467354577484,1.5656101412070988,3.5967362173570807,False,True,11,12,True,False,detected_to_coast,,,,,,,,False,False,False,False,unresolved,5,True,False,False,False,False,12,12,,False
11,4,s0_t1118935700200_a15,mid,10.0,1,3,1118935714600,-10.017082214355469,-81.57694244384766,12,11,12,0.04104775557902007,1.6849205095746829,1.725968265153703,3.4043439612713216,True,False,11,12,True,False,detected_to_coast,,,,,,,,False,False,False,False,unresolved,5,True,False,False,False,False,12,12,,False
12,4,s0_t1118935700200_a15,mid,15.0,3,-3,1118935709600,-12.989412307739258,-72.3101806640625,11,15,11,0.8310394577409952,2.7807532886179387,1.9497138308769435,3.0492772253975176,False,True,11,15,True,True,detected_to_detected,,,,,,,,False,False,False,False,unresolved,15,True,True,False,False,False,15,15,,False
12,4,s0_t1118935700200_a15,mid,15.0,3,-2,1118935710100,-14.063979148864746,-74.45956420898438,11,15,11,3.3229552166292535,3.769224255343893,0.4462690387146394,4.001717807052872,True,False,11,15,True,True,detected_to_detected,,,,,,,,False,False,False,False,unresolved,15,True,True,False,False,False,15,15,,False
12,4,s0_t1118935700200_a15,mid,15.0,3,-1,1118935710600,-14.74378776550293,-77.41646575927734,11,15,11,5.235948220768567,5.4228687053329505,0.18692048456438395,5.292874037178407,True,False,11,15,True,True,detected_to_detected,,,,,,,,False,False,False,False,unresolved,15,True,True,False,False,False,15,15,,False
12,4,s0_t1118935700200_a15,mid,15.0,3,0,1118935711100,-14.588608741760254,-80.35244750976562,15,15,12,6.368795424693832,6.701389776360744,0.03978360375301192,6.684906203458695,True,False,11,15,True,True,detected_to_detected,0.5955148681137429,15,0.5955148681137429,4.02856901648657,3.4330541483728276,True,False,False,False,False,False,unresolved,15,True,True,False,False,False,15,15,,False
12,4,s0_t1118935700200_a15,mid,15.0,3,1,1118935711600,-14.61579418182373,-82.75862121582031,15,15,12,6.138683308540229,7.6872621556154215,0.020270541292133328,7.6722542358742905,True,False,11,15,True,True,detected_to_detected,,,,,,,,False,False,False,False,unresolved,15,True,True,False,False,False,15,15,,False
